compute_0001	compute_0002	compute_0003	compute_0004	compute_0005	compute_0006	compute_0007	compute_0008	compute_0009	compute_0010	compute_0011
07345	AC006	Química Orgánica I	2017	17	15	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2017	1	1			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC006	Química Orgánica I	2018	9	7	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2018	1	1			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC006	Química Orgánica I	2019	12	8	2		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2019	1	1			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC006	Química Orgánica I	2020	11	7	4		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2020	12	11	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC006	Química Orgánica I	2021	22	18			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2021	2				07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC006	Química Orgánica I	2022	5	2	2		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2022	2	2			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC006	Química Orgánica I	2023	5	3			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC006	Química Orgánica I	2023	1	1			07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
