compute_0001	compute_0002	compute_0003	compute_0004	compute_0005	compute_0006	compute_0007	compute_0008	compute_0009	compute_0010	compute_0011
07345	AC012	Fisicoquímica I	2017	15	12	3		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2017	3	2	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC012	Fisicoquímica I	2018	4	3	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2018	7	2	5		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC012	Fisicoquímica I	2019	10	6	4		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2019	6	2	4		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC012	Fisicoquímica I	2020	15	2	8		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2020	3	3	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC012	Fisicoquímica I	2021	16	8	7		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2021	4	3	1		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC012	Fisicoquímica I	2022	4	1	3		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2022	7	3	4		07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
07345	AC012	Fisicoquímica I	2023	5				07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Cursante
07345	AC012	Fisicoquímica I	2023	4				07309	Licenciatura en Ciencia y Tecnología de los Alimentos	Recursante
