compute_0001	compute_0002	compute_0003	compute_0004	compute_0005	compute_0006	compute_0007	compute_0008	compute_0009	compute_0010	compute_0011
07345	B1706	Epistemología y Metodología de la Investigación I	2019	1				07015	Bioquímica	Cursante
07345	B1706	Epistemología y Metodología de la Investigación I	2020	17	13	1		07015	Bioquímica	Cursante
07345	B1706	Epistemología y Metodología de la Investigación I	2021	54	45	1		07015	Bioquímica	Cursante
07345	B1706	Epistemología y Metodología de la Investigación I	2021	1	1			07015	Bioquímica	Recursante
07345	B1706	Epistemología y Metodología de la Investigación I	2022	50	45	2		07015	Bioquímica	Cursante
07345	B1706	Epistemología y Metodología de la Investigación I	2022	1	1			07015	Bioquímica	Recursante
07345	B1706	Epistemología y Metodología de la Investigación I	2023	44				07015	Bioquímica	Cursante
07345	B1706	Epistemología y Metodología de la Investigación I	2023	1				07015	Bioquímica	Recursante
